english_text,french_text,predicted_french_text
I'm safe.,Je suis en sécurité.,AXFPF KnqAFAO ûnb92êbà9r$bày QHêHy 
I'm sick.,Je suis malade.,7 AdXO 8OqUFFM îXmOC7FXUq Q   
I'm sure.,J'en suis certain.," êàGràb qRy6 C20,àbr0ày À2b9ê2 î9ÊH îîÀ "
I'm sure.,Je suis certain.,drbeÊà$ wàr2ê Oy209êr0 Qày2& àbÊ Q2ê3r02 À$HS  î9ÊH 
I'm sure.,J'en suis sûr.,QÀwAOn8OU OîOÀ UnÀ nA8XQ UnOQ ûQ  
I'm sure.,J'en suis sûre.,7 AÀF Q A  A8OU QH H MFUCOUî:  77O: A  nFA î  UO QXU: QOUPnÀOQ KîÀ 
I'm tall.,Je suis grande.,Cn QXn QXCn FCF nAQXU AÀO ÀFHSî 8 
I'm thin.,Je suis mince.,"OtGà&&k $6 9,2  êàG U2hRGyr0 F6 Oekh9 "
I'm tidy.,Je suis ordonné., îM  7 Aë 
I'm tidy.,Je suis ordonnée.,7 AÀ  QOîî  wFî8nAq QHKH H 
I'm ugly.,Je suis laid.,qMw MnA AÀn î qUFXK 7HQHÀ 
I'm ugly.,Je suis laide.,A  nFA î 7 Aë FM ëX  n  ë Q À 
I'm weak.,Je suis faible.,nÀ7À  &&29 Càbàe2t2b9 5qn$GàyÔ À$thàbk îrtr92Ê 
I'm well.,Je vais bien.,qî mFQCn wëînAO K ënQ  A înCn O8 
I'm well.,Je me porte bien.,qOAOU î OîOÀ UnÀ nA OUA  nFA î FKOU  nFAQ 
I've won.,J'ai gagné.,7 AÀF 7C  A8 M 8O QOUPnÀFQ 8O îndXn8 À F O ÀXQ F8n  Q  
I've won.,Je l'ai emporté.,dH wFCO 8OÀFU 5îHîHÀÔ 
It works.,Elle marche.," ,2 K,ryrhhrb2  t2êr0àb îr62 àbÊ q2b2êày nb&Rêàb02 À$thàbk "
It works.,Ça fonctionne.,Q C U  8nqn  î KX7înÀ ÀFCK A: înCn O8 
It's his.,C'est le sien.,C AXînMO  QQO  C A qOCOA  5wFAq ëFAqÔ înCn O8 
It's his.,C'est la sienne.,OCnU  OQ 7Xnî8nAq Q:Q OCQ ÀFCK A: îîÀ 
It's new.,C'est nouveau.,"qRy6 K,àêtà02R9r0ày nbÊR&9êr2&agRyh,àê "
It's new.,C'est neuf.," 8,rhàkà nb&Rêàb02 KRGyr0 À$thàbk într92Ê "
It's odd.,C'est bizarre.,À   ÀFCCF8n : îFqnQ nÀQ 5QÔ K OH î 8H 
It's sad.,C’est triste.,8X7 n nAPOQ COA Q KHgHQHÀH 
Keep out!,Défense d'entrer.,"Q0,ê$Ê2ê nb32&9t2b9 Càbàe2t2b9 5w$be ë$beÔ î9Ê "
Keep out.,N'entrez pas.,P C 8êryyrbe CrÊÊy2 Oà&9 MIO 
Leave it.,Laisse tomber !,"Àà.à Ê2  ,$êê$& Ê2 qàyr0rà "
Leave it.,Laissez tomber !,ÀnUÀînÀ nA OU À nPO  FXUnQC Q8AH 7w8H 
Leave me.,Laissez-moi !,Qw Ug w nQî CnÀ 7 Aë KHgHQHÀ 
Leave us.,Laisse-nous !,  C OOî KHQHÀH 
Leave us.,Laissez-nous !, y 7àêàxà 7àbx $6 Oekh9 QH HO 
Let's go!,Allons-y !,ëàkà CrÊÊy2 Oà&9 MIO 
Let's go!,Allons !,ë U C Àw A8  w K U c 7UFQ 5ÀF î Q îOQÔ înCn O8 
Let's go.,Allons-y !,OAFÀ KUFÀOQQnAq ÀFCK A: 5îHîHÀHÔ5OKÀîÔ 
Look out!,Attention !, ën7  ÀFCCOUÀn î 7 Aë înCn O8 
Marry me.,Épouse-moi !,C Q  K Àë qnAq c K KOU ÀFAPOU nAq înCn O8  
Marry me.,Épousez-moi !,"8,RêRtà Oy209êr0r9k À$thàbk "
May I go?,Puis-je partir ?, dX C UnAO 8nQ Un7X nFAQ î 8 
May I go?,Puis-je y aller ?,qFî OAQ ÀFCK A: înCn O8  
May I go?,Puis-je m'y rendre ?,"q$996êr2Ê  ,$tà& û K À Othy$k22& 72b23$y2b9 MRbÊ "
She came.,Elle est venue.,wàky2k&  êà32y& c  $Rê& 5K39Ô î9Ê 
She died.,Elle est morte., î 8 wU   qUnÀXî XU î ÀFCK A: îîÀ 
She runs.,Elle court.,OAqnO ÀFMOî: C AA n M Ànîn : C A qOCOA   HîHîH 
Sit down!,Assieds-toi !,K  Uw7 QOëXUn  Q nA8FAOQn  
Sit down!,Asseyez-vous !,8I 7 Aë  q 8OX QÀwO IOA U îûqOAFQQOAQÀw M Q7 AëS MU AëMXU   C C nA 
Sit here.,Assieds-toi ici.,nA8XQ Un î 8OPOîFKCOA   A8  FUëOUQ 7 Aë FM Oq:K  Q O 
Sit here.,Asseyez-vous ici.,Fêy2àb nb32&9 Càbàe2t2b9 U2&$Rê02& î9ÊH 
Speak up!,Parle plus fort !, wO ÀFCCOUÀn î 7 Aë FM d   U 
Speak up!,Parlez plus fort !,îà$ û Pr29 7àbx À$HSî9Ê 
Stop Tom.,Arrête Tom.,nAPOQ 7 Aë KQÀ 
Stop Tom.,Stoppez Tom.,7 AÀF n  X 77  nA OUA  nFA î Q  
Terrific!,Génial !,C$bÊ2y2» nb92êbà9r$bày nb0 
Terrific!,Excellent !,wXn ë n MX XUOQ înCn O8 
Terrific!,Formidable !,7qMn7 Aë q 7FA 
They won.,Ils gagnèrent.,îq  7àbx  q 
They won.,Elles gagnèrent.," àr""àb Q,rb ë$be À$tt2ê0rày 7àbx  "
They won.,Ils ont gagné., &&$0rà92Ê À$b&9êR09r$b c nb32&9t2b9 À$H 5îHîHÀÔ 
They won.,Elles ont gagné., îKw  7 Aë QH H 
Tom came.,Tom est venu., î I : An îO QnAq Q K À 
Tom died.,Tom est mort.,q Uq Qw nAQXU AÀO QOUPnÀO ÀFH5îHîHÀHÔ 
Tom left.,Tom est parti.,wàky2k&ûCq  ëbr99rbe Cryy& KîÀ 
Tom left.,Tom partit.," y A$$ê C2Êr0ày À$thàbk û  y A$$ê w$&hr9ày c  y A$$ê K,àêtà0k û îîÀ "
Tom lost.,Tom a perdu.,nA OUA  nFA î  nU  U AQKFU   QQFÀn  nFA 
Too late.,Trop tard.,"Aà9r$bày 7àbx F6 7à,êàrb 7 Q À "
Trust me.,Faites-moi confiance., &&$0rà92Ê 7RryÊ2ê& 5Kêr3à92Ô î9ÊH 
Trust me.,Fais-moi confiance., wO  OQ  ÀF Q  K KOU CnîîQ înCn O8  
Try hard.,Fais un effort.,Q   O 7 Aë FM nA8n  5À A 8 ÔS À A 8  
Try some.,Essaies-en !,8 7XU AOK î KUnP  O înCn O8 
Try some.,Essayez-en !,"K  7àbx Ox$b$tr Uà,àê.à  GxH "
Try this.,Essaie ceci !,n:F 7 Aë î 8S g K A 
Try this.,Essayez ceci !, XUënQw OC7 QQ:û ÀFCCOUÀn î ÀFXAQOîFU 
Use this.,Utilise ceci.,K  Qàêàbà CRy9r nb6êà&9êRx9Rê 5K2ê&2ê$Ô  
Use this.,Utilisez ceci.,FAO Qn  wO P: OdXnKCOA  FAO COC7OU ÀFHS î 8H 
Use this.,Emploie ceci !,OCëO qOAOU î  U 8nAq 5îHîHÀÔ 
Use this.,Employez ceci !, nAq îXAq 7 Aë înCn O8  
Warn Tom.,Avertis Tom.,Àn n7 Aë A  
Warn Tom.,Préviens Tom., î 7 A8 U nA OUA  nFA î wFXQO MFU  U 8nAq ÀFCK A: 
Watch me.,Regarde-moi !,"C$Ê2êb K,àêtà02R9r0ày À$H  "
Watch me.,Regardez-moi !,À  w : XAn O8 7 Aë 5À C7F8n Ô ÀFUKFU  nFA înCn O8 
Watch us.,Regardez-nous !,Q Aî C ÀOA UO QX7ûQ w U A  MUnÀ  OdXn : C Q OU MXA8 î 8 
Watch us.,Regarde-nous !,7 Aë FM AFP  QÀF n  5QÀF n  7 AëÔ 
We agree.,Nous sommes d'accord.,F K 7àbx Akê9 
We'll go.,Nous irons.,CO8 8 KUnA nAq c K Àë qnAq 
What for?,Pour quoi faire ?,7 AdXO Q MU  û îXmOC7FXUq Q  
What for?,À quoi bon ?,7 wU   8P AÀO8 À 7îO C AXM À XUOU À$H 
What fun!,Qu'est-ce qu'on s'est marrés !,P 7 7 Aë 
What fun!,Qu'est-ce qu'on s'est marrées !,ëqn Q20Rêr9r2& À$HS î9ÊH  
Who died?,Qui est mort ?,"8$,à 7àbx "
Who's he?,Qui est-il ?,qHF  X FCF7nîOQ KP  î 8 
Write me.,Écris-moi !,77P  7 AÀFCOU Q  
Write me.,Écrivez-moi !,qCq nb32&9t2b9 5QÔ K92 î9Ê 
After you.,Après vous.,AOK î ÀUO8n   A8 ÀFCCOUÀO 7 Aë î 8 
Aim. Fire!,En joue ! Feu !,Àr9r»2b& 7àbx Aà9r$bày  &&$0rà9r$b 
Am I late?,Suis-je en retard ?,AFU88OX QÀwO î A8OQ7 Aë ûqnUFIOA U îOû 
Answer me.,Répondez-moi.,8 n qy$Gày îîÀ 
Be seated.,Assieds-toi !,ÀK 7 Aqî 8OQw ÀFH înCn O8 
Be seated.,Asseyez-vous !, XAn O8 A  nFAQ Àwnî8UOAQ MXA8 
Birds fly.,Les oiseaux volent., HëH 7àxêr c Q$b& î9ÊH 
Bless you.,À tes souhaits !,XAn UXQ  MnA AÀO c îO QnAq ÀFUKFU  nFA 
Call home!,Appelle à la maison !,d   U qOAOU î nAQXU AÀO c UOnAQ 
Calm down!,Calmez-vous !,XAn O8 A  nFAQ O8XÀ  nFA î QÀnOA nMnÀ  A8 ÀXî XU î FUq AnQ  nFA 5XAOQÀFÔ 
Calm down.,Calme-toi.,Q  7 î C7 A î qwX7n    7në Q 7 Aë î 8 
Can we go?,Pouvons-nous partir ?,7 AÀ  8n ÀUO8n F ÀFFKOU  nPF 8n UFC  QFÀnO  ïï ÀFFKOU  nP  
Can we go?,Pouvons-nous nous en aller ?,nA OUA  nFA î î 7FXU FUq AnQ  nFAQ 5nîFÔ 
Can we go?,Pouvons-nous y aller ?,qM QOÀXUn nOQ 5w$be ë$beÔ 7UFëOU qO înCn O8 
Catch him.,Rattrape-le.,"8HOH Q,à"" w2yràb9 K$ê96$yr$& îîÀ "
Come back.,Reviens !,82t$0êà0k U2h$ê9rbe nb92êbà9r$bàyûKàxr&9àb 58UnÔ 
Come back.,Revenez !, î ëw îOOg QXq U ÀF 5îHîHÀÔ 
Come here.,Viens ici.,K  7 Aë q AOQw  
Come here.,Venez là.,A AgnAq nUFA c Q OOî ÀFHSî 8 
Come over!,Viens !,"A$xrà Q$yR9r$b& àbÊ A29""$êx& Mrbàb02 7HPH "
Come over!,Venez !,7àb0$ 7ryGà$ Pr»0àkà  êe2b9àêràS QH H 
Come over.,Venez ici !, w n 7n XCOA ÀFCK A: înCn O8 
Come over.,Viens chez nous !,"Otrêà92& îrbx  2à9,2ê M$êÊ îàG$êà9$êr2& îîÀ "
Come over.,Venez chez nous !,PQ  nbÊR&9êr2& îrtr92Ê 
Come over.,Viens chez moi !,Q KKn QFX wOUA  MUnÀ  înCn O8 
Come over.,Venez chez moi !,7àb0$ Êr 7ê2&0rà Qàb Kà$y$ ÀàG Qh  
Come soon.,Viens bientôt !,î$992 Kàxr&9àb K   Càbàe2t2b9 Q9à66 qêà9Rr9k MRbÊ 
Come soon.,Venez bientôt !,Qrbe 2y qê$Rh  ê2à&Rêk K92H î9ÊH 
Cool down.,Calmez-vous !,wQ7À  UnAë XQ XA8 7XUëw U8   q 
Did I win?,Ai-je gagné ?,Q$0r292 n3$rêr2bb2 82 Gàb«R2 
Did I win?,L'ai-je emporté ?,wRb9rbe9$b Aà9r$bày 7àbx 
Did I win?,Est-ce moi qui ai gagné ?,XAn OÀw UO î : KUFgOÀ Q înCn O8 
Dogs bark.,Des chiens aboient.,K H nA8FCF7nî QXëQOQ nA OUA QnFA î  7ë 
Dogs bark.,Les chiens aboient.,w  QXA  qUF KUF8XÀ  înCn O8 
Don't ask.,Ne demande pas !,8O OUqOA  nA8XQ Un î c  U 8nAq ÀFH î 8 8n U  î 8H 
Don't cry.,Ne pleure pas !,Cg7 nA OUA  nFA î înCn O8 
Don't die.,Ne meurs pas !,gHKH CFUq A 5QXnQQOÔ Q  
Don't die.,Ne mourez pas !,FPOUQO Q XAnFA OA OUKUnQO înCn O8 
Don't lie.,Ne mens pas.,gK CFUq A 7 Aë 5nUOî A8Ô KîÀ 
Don't run.,Ne courez pas.,7àê0yàk& 7àbx  àb»àbrà îrtr92Ê 
Don't run.,Ne cours pas., FAëFînîn nUFA FUO ÀFCK A: 5QîÔ înCn O8 
Excuse me.,Excuse-moi.,K  Xbr92Ê  êà09$ê&  GxH  
Fantastic!,Fantastique !, î M wnC 
Feel this.,Sens ça !,Ftàb  êàG 7àbx 5QH HFHÀÔ 
Feel this.,Sentez ça !,QRb wRbe ëàr Q9êR09Rê2Ê Kê$ÊR09& î9ÊH 
Feel this.,Touche ça !,72rêR9 w2yy2br0 7àbx î9Ê 
Feel this.,Touchez ça !,QnI  ÀFCCF8n nOQ KUnP  O înCn O8 
Follow me.,Suis-moi.,7 Aë FM O Q   Qn  î 8 
Follow us.,Suis-nous !,Q À Càyàk&rà w$yÊrbe îrtr92Ê 
Follow us.,Suivez-nous !, wO nA OUA  nFA î  QQFÀn  nFA FM înFAQ ÀîX7  
Forget it!,Oublie !,"Q200$ ë$$,2.r À$  îî "
Forget it!,Oublie-le !,"ÀHKH C2ê0,àbÊr&rbe À$HS î9ÊH "
Forget it!,Oubliez !, îî QO QFAQ KUFKOU : ÀF î 8 
Forget it!,Oubliez-le !,Xbr92Ê Kê20à&9 À$b0ê292 û 8RGàr 5îHîHÀÔ 
Forget it.,Laisse tomber.,Càêrbà  2&9 îHKH 
Forget it.,Oublie.,wnK ë  A KUFKOU : C A q COA  î 8 
Get a job.,Trouve un emploi !, Qn  nnn qK î 8H 
Get a job.,Trouve un boulot !,w Q A în ë U 7w n MFXA8  nFA 
Get a job.,Trouvez un emploi !,À7À 7àb«R2 Q  
Get a job.,Trouvez un boulot !, nq CO  îrtr92Ê 
Get ready.,Prépare-toi.,COUÀ A nî 7 Aë 5K A C ÔS QH H 
Get ready.,Préparez-vous.,8X7 n MXUAn XUO C AXM À XUnAq ÀFHîîÀ 
Go get it.,Va le chercher !, wn AO: 7 Aë 
Go get it.,Allez le chercher !,X O OmÀw AqO ÀOA UO îîÀ 
Go inside.,Entrez !,QÀF n 7 Aë Oî Q îP 8FUS QH H 
Go to bed.,Va au lit !,M UCOU nAKX  QXKKFU  KUFqU CCO UOPOAXO ÀFîîOÀ nFA  ÀÀFXA  
Go to bed.,Allez au lit !,KnAO7Un8qO nAPOQ COA Q OXUFKO î 8 UO P UnFXQ MXA8Q  
Good luck.,Bonne chance !,CnIXwF  UXQ  c 7 AënAq 5îXmOC7FXUqÔ Q  
Good luck.,Bonne chance., y&9$t qêrÊ Kàxr&9àb 5K39Ô îrtr92Ê 
Grab that.,Attrape ça !,î M UqO ÀOCOA  I C7n  KîÀ KOAQnFA QÀwOCO 
Grab that.,Attrapez ça !,nÀÀUO  7 AÀ  QHKH H û nQ n X F ÀOA U îO 8Oî ÀUO8n F ÀFFKOU  nPF 5nA MFUC   77UOPn    nÀÀUO  7 AÀ  QHKH HÔ 
Grab that.,Saisis-toi de ça !,Fêy2àb nb32&9  6êr0à îrtr92Ê 
Grab that.,Saisissez-vous de ça !,An8OU  7HPH 
Grab this.,Attrape ça !,"Qàx,àyrb Ob2êek nb32&9t2b9 À$thàbk "
Grab this.,Attrapez ça !, UÀw8nFÀOQO FM C 8U QûC:î KFUO QFÀnO : 
Hands off.,Pas touche !,À QQ  8n UnQK UCnF 8n  Q n QK  
He is ill.,Il est malade.,Àr9rGàbx ORê$h2 hy0 
He is old.,Il est vieux.,Qw A8FAq nUFA  A8 Q OOî ÀFCK A: î 8  
He's a DJ.,Il est DJ.,F QnQ nAPOQ COA  ÀFH 5îHîHÀHÔ 
He's good.,Il est bon.,7FXU7FA Càêrb2 c î$er&9r0& 
He's lazy.,Il est paresseux.,UOAO  KF OU KUnP  O înCn O8 
He's rich.,Il est riche.,C 8XUF c ÀXUnOîïïQ 7 Aë 57FA nUOÔ AHPH 
Here I am.,Me voici.,"M$êG2& 7Rtr  êtàÊà F66&,$ê2 îrtr92Ê "
Here's $5.,Voilà cinq dollars.,wàGrG 7àbx îrtr92Ê 
Hold fire.,Halte au feu !,7àb0à  eêr0$yà K$h$yàê2 Êr UàeR&à 
Hold fire.,Cessez le feu !,nAq 7àbx  HQH 
Hold this.,Tiens ça !,POAO F 7 AÀ  QFÀnO  ïï KOU  InFAn 
Hold this.,Tenez ça !,7 AÀ  8ïïn  în  
Hold this.,Tenez ceci !,Fî C PnO A CH î 8 
Hold this.,Tiens ceci !, PO8 A   UOQFXUÀOQ KîÀ 
How awful!,C'est affreux !,KOFKîOQ îO QnAq c MnA AÀO KîÀ 
How's Tom?,Comment Tom va-t-il ?,w7nQ qUFXK wFAq ëFAq ÀFHS înCn O8 
How's Tom?,Comment va Tom ?,w AqIwFX 7À MFF8Q ÀFHSî 8 
I am busy.,Je suis occupé.,înÀ AFCXU  CR9Rày MRbÊ  êR&922 À$thàbk Kêr3à92 îrtr92Ê 
I am calm.,Je suis calme.,QXAnAqH ÀFC ÀFHSî 8H 
I am cold.,J'ai froid.,7 AÀF P 7û MUnÀ  Q  
I am good.,Je suis bon.,  wO ÀFQCFQ ÀFûFKOU  nPO 7 Aë î 8 
I am here.,Je suis ici.,XAnMnO8 nAPOQ COA Q î 8 
I am lazy.,Je suis paresseux.,KUnCO nAPOQ COA   A8 ÀFUKFU  O QOUPnÀOQ î 8 
I am lazy.,Je suis fainéant.,QnOUU  îOFAO QwnKKnAq  qOAÀnOQ înCn O8H 
I am lazy.,Je suis paresseuse.,7Un nQw  nU  :Q Q  MM KOAQnFA MXA8 5nÔ À î 
I am lazy.,Je suis fainéante.,À87 îO QnAq ÀF î 8 
I am okay.,Je vais bien.,  U 7 KO UFîOXC nAPOQ COA Q ÀFUKFU  nFA 5 KnÀFUKÔ û MFUOnqA 7U AÀw 
I am sick.,Je suis malade.,OHCHnH  U AQCnQQnFA înCn O8 
I am sure.,Je suis sûr.,QÀwîXC7OUqOU nAPOQ COA  QH H 
I am sure.,Je suis certain.,d   U MnUQ  nAPOQ COA  7 Aë îîÀ 
I am weak.,Je suis faible.,Kà&&à3àb9 U$2Êre2ê qtGw 
I beg you.,Je vous en prie.,OC7 QQ: FM :OCOA 
I beg you.,Je vous en conjure.,Cn QXn O c K Cn88îO O Q  7HPH 
I beg you.,Je vous en supplie., C7Xg  UO î : 8OPOîFKCOA  îrtr92Ê 2thy$k22& eêà9Rr9k 6RbÊ 
I beg you.,Je te prie.,QwXA8O QIn nÀ ÀFCCOUÀn î KUFKOU nOQ înCn O8 
I can run.,Je sais courir.,ë U wOg  KUnP  O înCn O8 
I can ski.,Je sais skier.,IwFAqÀO UX77OU qUFXK À$HSî9Ê 
I cringed.,J'eus un mouvement de recul.,wOU7 înMO AR9êr9r$b î9ÊH 
I cringed.,J'ai eu un mouvement de recul.,Ààêe$920 5 UOÔ qRy6  îî 
I cringed.,Je suis rentré en moi-même., 7   nA8n  KUnP  O înCn O8  
I give up.,J'abandonne.,îàbxà7àbeyà Q20Rêr9r2& î9Ê 
I got hot.,Je me suis mis à avoir chaud., GG$99 îàG$êà9$êr2& Ê2 C2jr0$S QH H Ê2 ÀHPH 
I got hot.,Je me suis mise à avoir chaud.,K Aû Qn  rq  O QFîX nFAQ  
I had fun.,Je me suis amusé.,"F88F 7wM  x9r2be2&2yy&0,à69 "
I had fun.,Je me suis amusée., COq: 7 Aë A  nFA î  QQFÀn  nFA 
I had fun.,Je me suis marré.,"wOîPO  Q Q""r&& nb92ê0$$h2êà9r$b "
I had fun.,Je me suis marrée.,qXqqOAwOnC K U AOUQ nAPOQ COA  C A qOCOA S îîÀ 
I hate it.,Je déteste ça.,"À,rbà Aà9r$bày K29ê$y2Rt À$êh$êà9r$b nb92êbà9r$bày 82hàê9t2b9 "
I hope so.,J'espère bien., wO  U 7 KF  Qw ÀFCK A: KîÀ 
I knew it.,Je le savais.,Kê$&h2êr9k nb92êbà9r$bày w$yÊrbe& 5wHëÔ î9Ê 
I like it.,J'aime ça.,7 ëOU wXqwOQ  UO QXU: QOUPnÀOQ qC7w 
I lost it.,Je l’ai perdu.,7 Aë FM AFP  QÀF n   Qn  î 8S QnAq KFUO 
I love it!,J'adore ça !,7 QM 7OîqnXC ÀFFU8nA  nFA ÀOA OU ÀFCCHP 
I love it.,J'adore ça !,A A FAq AF7îO qU nA  A8 KUF OnA ÀFHSî 8 
I mean it!,Je suis sérieux !,K$yk 5w$be ë$beÔ nb32&9t2b9& îrtr92Ê 
I mean it.,Je suis sérieux.,ÀqQûÀnC7 QOÀXUn nOQ 5QnAq KFUOÔ K OH î 8H 
I must go.,Je dois y aller.,KFQÀFûnA8n  KXAO KUFÀOQQnAq ÀOA UO KUnP  O înCn O8 
I must go.,Il faut que j'y aille.,g îOOî wFî8nAqQ 5îHîHÀÔ 
I must go.,Il me faut y aller., wO OmÀOîîOAÀFUQ MFU  U nAnAq c KOUMFUC AÀO 8OPOîFKCOA  
I must go.,Il me faut partir.,g q8 C7  Q OOîQ 5KUnP  OÔ înCn O8 
I must go.,Il me faut m'en aller.,ÀHqH Oy209ê$br0& Kêr3à92 îrtr92Ê 
I must go.,Je dois partir.,OCnU  OQ  îXCnAXC ÀFCK A: înCn O8 K g Q 
I must go.,Je dois m'en aller.,7àb0$ 7$yr3àêràb$ 5KàbàtàÔ QH H 
I must go.,Il faut que je m'en aille.,nA OUA  nFA î 7Un nQw q UCOA Q ÀF î 8 
I need it.,J'en ai besoin.,Cn QXn c ÀF nA8n  KUnP  O înCn O8 
I need it.,Il me le faut., î U gwn 7 AënAq  A8 nAPOQ COA  ÀFUK 
I noticed.,J'ai remarqué.,QFgn I 5 w nî A8Ô ÀFHS î 8H 
I promise.,Je le promets.,"Qà32  ,2 À,ryÊê2b MRbÊ "
I said no.,J'ai dit non.,wX  On  OÀwAFîFqnOQ MFU ÀFCCXAnÀ  nFA nA nU d ÀFHSî 8 
I said so.,Je l'ai dit.,7 AÀF KFKXî U 8FCnAnÀ AF QH  
I saw him.,Je l'ai vu.,7:8 nA8n  KUnP  O înCn O8 
I saw him.,Je l’ai vu.," y 8Rê K$""2ê àbÊ  à92ê 7QÀÀ "
I saw him.,Je le vis.,Cn88îO O Q  QKOÀn înQ  
I saw one.,J'en ai vu une.,7 AÀ  CFA O 8On K QÀwn 8n QnOA  QK S n  î: 
I saw one.,J'en ai vu un.,QwUOO K QwXK  n 7nQÀXn  nA8XQ UnOQ KUnP  O înCn O8 
I saw you.,Je vous vis.,QFÀn î nQî Cn 7 Aë înCn O8S 7 Aqî 8OQw 
I saw you.,Je te vis.,nA8Qnî OAOUq:  A8 OîOÀ UFÀwOCnÀ îQ Kêr3à92 îrtr92Ê 
I saw you.,Je t'ai vue.,Qqn wX8QFA MnA AÀO c ÀnO Q   
I saw you.,Je t'ai vu., UXAë KUFKÀF û MIO 
I saw you.,Je vous ai vues.,K  7 Aë KOC7 AqXA A 8 OU w g    7 U   8 A 7 A OA  7ë 
I saw you.,Je vous ai vus.,"Q2k0,2yy2& nb92êbà9r$bày C2ê0àb9ry2 7àbxrbe À$êh$êà9r$b îrtr92Ê "
I saw you.,Je vous ai vue.,A29drb C$Gry2 nb0H  
I saw you.,Je vous ai vu.,qXîM  îXCnAnXC UFîînAq Cnîî ÀFCK A: 7HQHÀH 5ÀÔ 
I see Tom.,Je vois Tom.,QÀwîXC7OUqOU Cn88îO O Q  Q  
I tripped.,J'ai trébuché.,QÀwîXC7OUqOU AHP 
I tripped.,J'ai plané.,K2ê62x9à Ob92êhêr&2& î9Ê 
I want it.,Je le veux., 002b9Rê2 À$ttRbr0à9r$b& nb6êà&9êR09Rê2 Q$yR9r$b& î9Ê 
I was new.,J'étais nouveau.,ÀFCK qAnO nCCF7nînOUO O  ÀFCCOUÀn îO 8X À COUFXA 
I was new.,J'étais nouvelle.,QXA înMO OPOU7Unqw  înMO nAQXU AÀO ÀFHSî 8H 
I will go.,J'irai.,Q9à92 Q9ê229 7àbx qtGw 
I woke up.,Je me suis réveillé.,QÀ nAPOQ COA   8PnQFUQ K OHî 8 
I woke up.,Je me suis éveillé., FFAqgnA ÀF  : 5CÔ Q8A 7w8 
I'd agree.,Je serais d'accord.,g 7 ÀwOCnÀ îQ  A8 Kw UC ÀOX nÀ îQ î 8 
I'd leave.,Je partirais.,C îwF U Q  U 8nAq ÀFCK A: KUnP  O înCn O8 
I'll call.,J'appellerai.,Uàr662r&2bGàbx  Q 
I'll cook.,Je cuisinerai.,Ojh2ÊràS nb0H 
I'll help.,J'aiderai.,IFFCînFA FPOUQO Q nAPOQ COA  C A qOCOA  5wëÔ ÀFCK A: înCn O8 
I'll live.,Je vivrai.,CnAnQ U: FM OÀFAFC:  A8 MnA AÀO  
I'll obey.,J'obéirai.,8wXAQOUn KO UFÀwOC c  O  înCn O8 
I'll pack.,Je ferai mon sac.,OHQXA ÀFCCOUÀn î 7 AëS î 8H 
I'll pack.,Je ferai ma valise., 88 m KO UFîOXC À COUFFA î 8 
I'll pack.,Je plierai mes gaules.,QFÀnO O A  nFA îO 8O U MMnA qO 5QFHA HU Ô 
I'll pass.,Je passerai.,CFî  X F îFqnQ nÀQ 5nA8n Ô KUnP  O înCn O8 
I'll quit.,J'abandonnerai.,gRê$xR 7àbx î9Ê 
I'll sing.,Je chanterai., UÀwO AFP  
I'll swim.,Je nagerai.,qO CO8nÀ î Q:Q OCQ QÀQ 
I'll wait.,J'attendrai.,X7Q  QQO  C A qOCOA  5XëÔ î 8 
I'll walk.,Je marcherai., în c QFAQ ÀFCK A: û î î À 
I'll work.,Je vais travailler.,OÀFAFCnÀ  A8 ÀFCCOUÀn î ÀFXAÀOîîFU Q FMMnÀO FM ÀwnAOQO OC7 QQ: 
I'll work.,Je travaillerai.,ÀFCK U   Qn  K O î 8 
I'm a cop.,Je suis flic.,OCnU  OQ CF FU û F AO8 7:  î M wnC 
I'm a man.,Je suis un homme.,7 AÀF 8O  COUnÀ  ÀOA U î QH H 
I'm alone.,Je suis seule.,"Càhy29ê22î$e A$ê9,""2&9 5Q,àbe,àrÔ 5wëQ UÔ îrtr92Ê "
I'm alone.,Je suis seul.,Qrebr6k Kàxr&9àb îrtr92Ê 
I'm armed.,Je suis armé.,OQë :OM 7 Aqî 8OQw înCn O8 
I'm armed.,Je suis armée.,qXF  n gXA A QOÀXUn nOQ ÀFCK A: înCn O8 
I'm awake.,Je suis réveillé., :O wû :OUQ  5 Qn Ô î 8H   n  A 7U AÀw 
I'm blind.,Je suis aveugle., GG$99 î$er&9r0& 7HPH 
I'm broke.,Je suis fauché.,  À MRbÊ Q2ê3r02& 5w$be ë$beÔ îrtr92Ê 
I'm crazy.,Je suis fou.,ëw F ÀHKH ÀFHSî 8H 
I'm crazy.,Je suis folle.,8Oîî KUF8XÀ Q  
I'm cured.,Je suis guéri.,"Q,àbÊ$be w$be ë$be àbÊ À,rbà qà&  êàrbrbe nb&9r9R92 "
I'm cured.,Je suis guérie.,Qr2êêà î2$b2  2y20$ttRbr0à9r$b& À$thàbk îrtr92Ê 
I'm drunk.,Je suis saoul.,  M K ënQ  A5 FUî8  n8O MXA8 MFU A  XUOÔ û K ënQ  A 
I'm drunk.,Je suis soûl.,QCÀ nAMU  UOQFXUÀOQS nAÀH 
I'm drunk.,Je suis ivre., 77F   î 7FU  FUnFQ înCn  8   
I'm dying.,Je me meurs.,7qî 7AK KàêrGà& 
I'm early.,Je suis en avance.,8Omn  ÀUO8n  îFÀ î 
